STORE,URI,EPC,SKU,SOLDTIMESTAMP,TRANSACTIONTYPE
160,000136311115,3BD00000207FC52E8FA6D179,136311115,2021-10-27 19:48:52.071,Sales
160,000117400622,3BD000001BFD90BA8FA6FA16,117400622,2021-10-27 19:51:53.803,Sales
160,000136475821,3BD000002089D2B68FA6D3D8,136475821,2021-10-27 19:54:39.652,Sales
160,000136351977,3BD00000208243A68FA95ACA,136351977,2021-10-27 19:56:16.178,Sales
160,000104428257,3BD0000018E5CB868FA72172,104428257,2021-10-27 20:01:04.282,Sales
160,,,,2021-10-27 20:03:30.694,Return
160,000114850054,3BD000001B61E41A8FA7CC5F,114850054,2021-10-27 20:04:08.587,Sales
160,000127601016,3BD000001E6C25E28FA6D305,127601016,2021-10-27 19:58:37.584,Sales
160,000104428257,3BD0000018E5CB868FA72172,104428257,2021-10-27 20:00:19.375,Sales
160,000114802160,3BD000001B5EF7C28FA70C54,114802160,2021-10-27 19:53:44.399,Sales
160,,,,2021-10-27 20:43:55.699,Return
160,000003803598,3BD0000000E8273A8FA7AC53,3803598,2021-10-27 20:47:15.956,Sales
160,000132325902,3BD000001F8C883A8FA6DBBE,132325902,2021-10-27 20:49:23.787,Sales
160,000110050068,3BD000001A3CEC528FA768AA,110050068,2021-10-27 21:02:15.036,Sales
160,000132150860,3BD000001F81D9328FA6FF38,132150860,2021-10-27 20:16:54.591,Sales
160,000132375092,3BD000001F8F88D28FA6D75C,132375092,2021-10-27 20:27:59.279,Sales
160,000136309949,3BD00000207FB2F68FA6D5D2,136309949,2021-10-27 20:38:39.632,Sales
160,000136552603,3BD00000208E826E8FA6D3A5,136552603,2021-10-28 16:19:09.705,Sales
160,000114825582,3BD000001B6065BA8FABCC8A,114825582,2021-10-28 16:13:43.496,Sales
160,000137525192,3BD0000020C9DF228FA6D44F,137525192,2021-10-28 13:32:01.484,Sales
160,000124275335,3BD000001DA12A1E8FA75546,124275335,2021-10-28 13:32:56.046,Sales
160,,,,2021-10-28 13:34:32.241,Return
160,000132325828,3BD000001F8C87128FA6E58B,132325828,2021-10-28 13:34:27.510,Sales
160,,,,2021-10-28 13:37:07.356,Return
160,000133150051,3BD000001FBED58E8FA6F93E,133150051,2021-10-28 13:35:34.032,Sales
160,000127776519,3BD000001E76DC1E8FA6E1AB,127776519,2021-10-28 13:39:38.174,Sales
160,000114804424,3BD000001B5F1B228FA6D907,114804424,2021-10-28 13:41:30.908,Sales
160,,,,2021-10-28 13:42:59.753,Return
160,000124900079,3BD000001DC74BBE8FA72B31,124900079,2021-10-28 13:41:43.734,Sales
160,000132350100,3BD000001F8E02528FA6D844,132350100,2021-10-28 13:51:48.598,Sales
160,000136225172,3BD00000207A86528FA6D27F,136225172,2021-10-28 13:54:43.788,Sales
160,,,,2021-10-28 13:54:58.762,Return
160,000127776083,3BD000001E76D54E8FA790A7,127776083,2021-10-28 13:52:45.610,Sales
160,000127677553,3BD000001E70D1C68FA6D2C6,127677553,2021-10-28 13:46:32.740,Sales
160,000114829685,3BD000001B60A5D68FA6E3D1,114829685,2021-10-28 13:49:40.662,Sales
160,000136477054,3BD000002089E5FA8FA6D17D,136477054,2021-10-28 13:48:45.660,Sales
160,000136251500,3BD00000207C21B28FA6D3C1,136251500,2021-10-28 13:58:51.418,Sales
160,,,,2021-10-28 14:02:29.080,Return
160,000138300065,3BD0000020F92A868FA6F9FB,138300065,2021-10-28 14:03:43.891,Sales
160,000136475239,3BD000002089C99E8FA6DD87,136475239,2021-10-28 14:04:56.979,Sales
160,000136552595,3BD00000208E824E8FA6E11C,136552595,2021-10-28 14:06:57.309,Sales
160,000121700076,3BD000001D03FBB28FA6D2C7,121700076,2021-10-28 14:08:28.518,Sales
160,000123051991,3BD000001D567F5E8FA6D27F,123051991,2021-10-28 14:09:48.266,Sales
160,000136250628,3BD00000207C14128FA6D229,136250628,2021-10-28 14:10:48.632,Sales
160,000124926198,3BD000001DC8E3DA8FA7257E,124926198,2021-10-28 14:12:17.797,Sales
160,000136477068,3BD000002089E6328FA6D156,136477068,2021-10-28 14:13:26.186,Sales
160,000127450155,3BD000001E62F0AE8FA71437,127450155,2021-10-28 14:19:05.205,Sales
160,000003706957,3BD0000000E241368FA6D5A9,3706957,2021-10-28 14:19:16.002,Sales
160,000114850040,3BD000001B61E3E28FA84E1A,114850040,2021-10-28 14:22:11.169,Sales
160,000136476639,3BD000002089DF7E8FA6D1CD,136476639,2021-10-28 14:24:55.692,Sales
160,000123050255,3BD000001D56643E8FA6D480,123050255,2021-10-28 14:27:30.114,Sales
160,000104455968,3BD0000018E77C828FA89189,104455968,2021-10-28 14:30:24.214,Sales
160,000123600089,3BD000001D77F3668FA701DD,123600089,2021-10-28 14:31:46.992,Sales
160,000136476651,3BD000002089DFAE8FA6D255,136476651,2021-10-28 14:34:49.787,Sales
160,000132301321,3BD000001F8B08268FA6D7AD,132301321,2021-10-28 14:38:50.719,Sales
160,000132154038,3BD000001F820ADA8FA6E2B9,132154038,2021-10-28 14:40:36.472,Sales
160,000136225672,3BD00000207A8E228FA6D1EB,136225672,2021-10-28 14:41:02.587,Sales
160,000136351979,3BD00000208243AE8FA7B379,136351979,2021-10-28 14:41:27.985,Sales
160,000136311420,3BD00000207FC9F28FA6D186,136311420,2021-10-28 14:47:11.944,Sales
160,000132375704,3BD000001F8F92628FA7151E,132375704,2021-10-28 14:48:28.108,Sales
160,000132325240,3BD000001F8C7DE28FA6D385,132325240,2021-10-28 14:15:48.803,Sales
160,000132176340,3BD000001F8367528FA6E6D4,132176340,2021-10-28 14:15:56.662,Sales
160,000109902012,3BD000001A33E2F28FA6EF04,109902012,2021-10-28 14:48:29.416,Sales
160,000136310941,3BD00000207FC2768FA6D159,136310941,2021-10-28 14:46:32.864,Sales
160,000117377918,3BD000001BFC2DFA8FA805B6,117377918,2021-10-28 14:53:59.680,Sales
160,,,,2021-10-28 14:57:49.624,Return
160,000132125205,3BD000001F8048568FAC4619,132125205,2021-10-28 14:59:15.606,Sales
160,000109902006,3BD000001A33E2DA8FA6E1B8,109902006,2021-10-28 15:06:09.394,Sales
160,000110225048,3BD000001A479A628FA71123,110225048,2021-10-28 15:07:38.339,Sales
160,000136310261,3BD00000207FB7D68FA6D132,136310261,2021-10-22 11:02:01.512,Sales
160,000132328354,3BD000001F8CAE8A8FA6D428,132328354,2021-10-22 11:07:45.152,Sales
160,000132150223,3BD000001F81CF3E8FA6ECBF,132150223,2021-10-22 11:14:29.189,Sales
160,000136301399,3BD00000207F2D5E8FA6DEFD,136301399,2021-10-22 11:16:35.856,Sales
160,,,,2021-10-22 11:18:40.259,Return
160,000113126684,3BD000001AF8B4728FA6F8D7,113126684,2021-10-22 11:10:59.270,Sales
160,000127652821,3BD000001E6F4F568FA6DDB4,127652821,2021-10-22 11:12:01.657,Sales
160,000127425056,3BD000001E6168828FA779BB,127425056,2021-10-22 11:23:02.358,Sales
160,000003802277,3BD0000000E812968FA8874A,3802277,2021-10-22 11:24:14.873,Sales
160,000107382683,3BD00000199A1E6E8FA736BE,107382683,2021-10-22 11:26:02.991,Sales
160,000104125004,3BD0000018D349328FA74D93,104125004,2021-10-22 11:27:41.305,Sales
160,000136227661,3BD00000207AAD368FA6DB97,136227661,2021-10-22 11:28:50.192,Sales
160,,,,2021-10-22 11:29:08.958,Return
160,,,,2021-10-22 11:29:17.700,Return
160,,,,2021-10-22 11:29:44.457,Return
160,,,,2021-10-22 11:32:00.330,Return
160,000136309950,3BD00000207FB2FA8FA6D4BD,136309950,2021-10-22 11:33:02.186,Sales
160,000117250102,3BD000001BF460DA8FA7631E,117250102,2021-10-22 11:33:37.137,Sales
160,000003802277,3BD0000000E812968FA8874A,3802277,2021-10-22 11:37:10.271,Sales
160,000117376313,3BD000001BFC14E68FA74B6F,117376313,2021-10-22 11:42:24.182,Sales
160,000122750552,3BD000001D4419628FA6F300,122750552,2021-10-22 11:40:43.735,Sales
160,000104427130,3BD0000018E5B9EA8FA72B10,104427130,2021-10-22 11:46:20.525,Sales
160,000104455973,3BD0000018E77C968FA90DEF,104455973,2021-10-22 11:43:09.505,Sales
160,000116050058,3BD000001BAB222A8FA706BF,116050058,2021-10-22 12:07:35.264,Sales
160,000136476672,3BD000002089E0028FA6D486,136476672,2021-10-22 12:07:31.214,Sales
160,000136301254,3BD00000207F2B1A8FA6EB75,136301254,2021-10-22 12:07:52.225,Sales
160,000136550533,3BD00000208E62168FA6D9C0,136550533,2021-10-22 12:09:05.965,Sales
160,000127652819,3BD000001E6F4F4C7735BB18,127652819,2021-10-22 12:09:32.573,Sales
160,000132325865,3BD000001F8C87A68FA6D9C1,132325865,2021-10-22 12:10:55.146,Sales
160,,,,2021-10-22 11:53:41.583,Return
160,000003834047,3BD0000000EA02FE8FA7C593,3834047,2021-10-22 11:56:27.000,Sales
160,000136304578,3BD00000207F5F0A8FA6D23F,136304578,2021-10-22 12:11:28.390,Sales
160,000134225224,3BD00000200075228FA75DCA,134225224,2021-10-22 12:11:11.702,Sales
160,000003823294,3BD0000000E95AFA8FA6EFF3,3823294,2021-10-22 12:12:59.435,Sales
160,000131650049,3BD000001F6348068FA6D8F2,131650049,2021-10-22 12:13:56.711,Sales
160,000132350234,3BD000001F8E046A8FA6D43C,132350234,2021-10-22 11:51:21.998,Sales
160,000129375059,3BD000001ED86D4E8FA6DEC6,129375059,2021-10-22 11:49:30.275,Sales
160,000123052855,3BD000001D568CDE8FA73187,123052855,2021-10-24 12:15:28.859,Sales
160,000123600083,3BD000001D77F34E8FA71BE0,123600083,2021-10-24 12:15:51.357,Sales
160,000136305397,3BD00000207F6BD68FA6D1ED,136305397,2021-10-24 12:16:55.273,Sales
160,000132326185,3BD000001F8C8CA68FA6D181,132326185,2021-10-24 12:17:27.815,Sales
160,,,,2021-10-24 12:19:58.229,Return
160,,,,2021-10-24 12:20:04.673,Return
160,000127652220,3BD000001E6F45F28FA71CE4,127652220,2021-10-24 12:21:33.583,Sales
160,000122750161,3BD000001D4413468FA6D4DA,122750161,2021-10-24 12:24:05.027,Sales
160,,,,2021-10-24 12:26:23.067,Return
160,000113226227,3BD000001AFEC7CE8FA700D8,113226227,2021-10-24 12:22:18.742,Sales
160,000127825430,3BD000001E79D85A8FA6DD1F,127825430,2021-10-24 12:24:14.057,Sales
160,000118926774,3BD000001C5AB6DA8FA6D3BB,118926774,2021-10-24 12:26:14.931,Sales
160,000132326934,3BD000001F8C985A8FA6D42D,132326934,2021-10-24 12:31:52.198,Sales
160,000132375699,3BD000001F8F924E8FA71E16,132375699,2021-10-24 12:32:51.332,Sales
160,000136375459,3BD000002083B28E8FA6D1DC,136375459,2021-10-24 12:36:25.401,Sales
160,000132326688,3BD000001F8C94828FA6D0EE,132326688,2021-10-24 12:40:37.859,Sales
160,000127550355,3BD000001E690E4E8FA6DAF7,127550355,2021-10-24 12:41:49.744,Sales
160,,,,2021-10-24 12:42:46.292,Return
160,000114802031,3BD000001B5EF5BE8FA71847,114802031,2021-10-24 12:44:58.720,Sales
160,000132125205,3BD000001F8048568FAC2BCB,132125205,2021-10-24 12:45:01.091,Sales
160,000131025110,3BD000001F3D235A8FA778D7,131025110,2021-10-24 12:46:16.956,Sales
160,,,,2021-10-24 12:47:05.458,Return
160,000127776086,3BD000001E76D55A8FA76A79,127776086,2021-10-24 12:47:55.830,Sales
160,000132325834,3BD000001F8C872A8FA6E166,132325834,2021-10-24 12:47:59.194,Sales
160,000136309878,3BD00000207FB1DA8FA6D1DD,136309878,2021-10-24 12:48:31.390,Sales
160,,,,2021-10-24 12:49:07.038,Return
160,000136275227,3BD00000207D946E8FA6D22B,136275227,2021-10-24 12:49:25.725,Sales
160,000132325834,3BD000001F8C872A8FA6E166,132325834,2021-10-24 12:50:00.607,Sales
160,,,,2021-10-24 12:52:14.703,Return
160,000127450155,3BD000001E62F0AC7735BB79,127450155,2021-10-24 12:52:21.483,Sales
160,000132125205,3BD000001F8048568FAC300D,132125205,2021-10-24 12:59:20.925,Sales
160,000132301987,3BD000001F8B128E8FA72BA9,132301987,2021-10-24 13:01:18.648,Sales
160,000136310274,3BD00000207FB80A8FA6D12F,136310274,2021-10-24 13:09:52.228,Sales
160,000136310193,3BD00000207FB6C68FA6D117,136310193,2021-10-24 13:09:08.940,Sales
160,000132154491,3BD000001F8211EE8FA70410,132154491,2021-10-24 13:11:12.630,Sales
160,000136526656,3BD00000208CED028FA6D440,136526656,2021-10-27 20:05:37.891,Sales
160,,,,2021-10-27 20:04:20.198,Return
160,000121800061,3BD000001D0A15F68FA7C72C,121800061,2021-10-27 20:06:52.672,Sales
160,000136477077,3BD000002089E6568FA6D562,136477077,2021-10-27 20:12:54.981,Sales
160,000136311115,3BD00000207FC52E8FA6D179,136311115,2021-10-27 19:48:52.071,Sales
160,000117400622,3BD000001BFD90BA8FA6FA16,117400622,2021-10-27 19:51:53.803,Sales
160,000136475821,3BD000002089D2B68FA6D3D8,136475821,2021-10-27 19:54:39.652,Sales
160,000136351977,3BD00000208243A68FA95ACA,136351977,2021-10-27 19:56:16.178,Sales
160,000104428257,3BD0000018E5CB868FA72172,104428257,2021-10-27 20:01:04.282,Sales
160,,,,2021-10-27 20:03:30.694,Return
160,000114850054,3BD000001B61E41A8FA7CC5F,114850054,2021-10-27 20:04:08.587,Sales
160,000127601016,3BD000001E6C25E28FA6D305,127601016,2021-10-27 19:58:37.584,Sales
160,000104428257,3BD0000018E5CB868FA72172,104428257,2021-10-27 20:00:19.375,Sales
160,000114802160,3BD000001B5EF7C28FA70C54,114802160,2021-10-27 19:53:44.399,Sales
160,000129350048,3BD000001ED6E6828FA6D551,129350048,2021-10-28 10:14:07.576,Sales
160,,,,2021-10-28 10:15:23.735,Return
160,000136312012,3BD00000207FD3328FA6D10B,136312012,2021-10-28 10:05:44.107,Sales
160,000136351980,3BD00000208243B28FA7A7F3,136351980,2021-10-28 10:06:44.342,Sales
160,000136475251,3BD000002089C9CE8FA6D9B5,136475251,2021-10-28 10:01:49.922,Sales
160,000136552331,3BD00000208E7E2E8FA6D840,136552331,2021-10-28 10:08:00.659,Sales
160,000136312012,3BD00000207FD3328FA6D10B,136312012,2021-10-28 10:08:31.591,Sales
160,000132175544,3BD000001F835AE28FA73789,132175544,2021-10-24 14:26:06.742,Sales
160,000138300065,3BD0000020F92A868FA6EF2A,138300065,2021-10-24 13:19:06.317,Sales
160,,,,2021-10-24 13:20:11.672,Return
160,000132325650,3BD000001F8C844A8FA6E796,132325650,2021-10-24 13:16:02.334,Sales
160,000114828832,3BD000001B6098828FA70664,114828832,2021-10-24 13:17:46.875,Sales
160,000132326161,3BD000001F8C8C468FA6D28E,132326161,2021-10-24 13:21:40.029,Sales
160,000114802028,3BD000001B5EF5B28FA71E9B,114802028,2021-10-24 13:21:49.208,Sales
160,000114825578,3BD000001B6065AA8FA88EFA,114825578,2021-10-24 13:28:56.946,Sales
160,000117376352,3BD000001BFC15828FA94CED,117376352,2021-10-24 13:28:52.207,Sales
160,000136525344,3BD00000208CD8828FA6D3AC,136525344,2021-10-24 13:32:57.366,Sales
160,000121700055,3BD000001D03FB5C7735BB59,121700055,2021-10-24 13:33:51.748,Sales
160,000132276421,3BD000001F8983168FA6F36A,132276421,2021-10-24 13:33:06.368,Sales
160,,,,2021-10-24 13:26:50.681,Return
160,000139500069,3BD00000214268968FA6DB3C,139500069,2021-10-24 13:36:22.003,Sales
160,,,,2021-10-24 13:30:32.288,Return
160,000132152070,3BD000001F81EC1A8FA6D19A,132152070,2021-10-24 13:31:51.772,Sales
160,000117377902,3BD000001BFC2DBA8FA855FA,117377902,2021-10-24 13:32:06.610,Sales
160,000136251805,3BD00000207C26768FA6D784,136251805,2021-10-24 13:40:01.542,Sales
160,000133100311,3BD000001FBBCC5E8FA70F56,133100311,2021-10-24 13:40:31.250,Sales
160,000132326909,3BD000001F8C97F68FA6DF82,132326909,2021-10-24 13:40:59.023,Sales
160,000106325040,3BD00000195990C28FA711F5,106325040,2021-10-24 13:41:53.841,Sales
160,000136275147,3BD00000207D932E8FA6FCE1,136275147,2021-10-24 13:45:44.776,Sales
160,000132326541,3BD000001F8C92368FA6D71F,132326541,2021-10-24 13:46:43.357,Sales
160,000136225342,3BD00000207A88FA8FA6D7F5,136225342,2021-10-24 13:36:03.342,Sales
160,000123126630,3BD000001D5B0D9A8FA6DD26,123126630,2021-10-24 13:37:39.320,Sales
160,000132151031,3BD000001F81DBDE8FA6DE10,132151031,2021-10-24 13:37:42.694,Sales
160,000121800061,3BD000001D0A15F68FA7C74A,121800061,2021-10-24 13:48:53.519,Sales
160,000117376365,3BD000001BFC15B68FACE8FA,117376365,2021-10-24 13:55:07.425,Sales
160,000123126623,3BD000001D5B0D7E8FA6E188,123126623,2021-10-24 13:56:26.213,Sales
160,,,,2021-10-24 13:59:29.648,Return
160,000121725089,3BD000001D0582868FA6D507,121725089,2021-10-24 14:00:52.334,Sales
160,000122975736,3BD000001D51D7E28FA73C76,122975736,2021-10-24 14:02:11.434,Sales
160,000131475063,3BD000001F5899DE8FA6E9ED,131475063,2021-10-24 13:57:19.946,Sales
160,000136525409,3BD00000208CD9868FA6EEE4,136525409,2021-10-24 13:57:37.801,Sales
160,000132125105,3BD000001F8046C68FA6DF52,132125105,2021-10-24 14:04:41.500,Sales
160,000117377921,3BD000001BFC2E068FAB4E83,117377921,2021-10-24 14:06:30.761,Sales
160,000132327851,3BD000001F8CA6AE8FA6D8C5,132327851,2021-10-24 14:07:39.838,Sales
160,000127429464,3BD000001E61AD628FA7995D,127429464,2021-10-24 14:08:47.761,Sales
160,000127600416,3BD000001E6C1C828FA70810,127600416,2021-10-24 14:09:37.856,Sales
160,000114850040,3BD000001B61E3E28FA7FEE0,114850040,2021-10-24 14:11:50.466,Sales
160,000136550749,3BD00000208E65768FA6DB4D,136550749,2021-10-24 14:16:03.344,Sales
160,000114803938,3BD000001B5F138A8FA6DD4D,114803938,2021-10-24 14:17:14.319,Sales
160,000132375704,3BD000001F8F92628FA71D00,132375704,2021-10-24 14:19:06.134,Sales
160,000136100054,3BD000002072E35A8FA6D757,136100054,2021-10-24 14:20:09.881,Sales
160,000132152357,3BD000001F81F0968FA6D65F,132152357,2021-10-24 14:23:51.700,Sales
160,000117250102,3BD000001BF460DA8FA7542F,117250102,2021-10-24 14:24:32.789,Sales
160,,,,2021-10-24 14:18:02.647,Return
160,000132375698,3BD000001F8F924A8FA6D7BD,132375698,2021-10-24 14:18:02.233,Sales
160,000114803938,3BD000001B5F138A8FA6DD4D,114803938,2021-10-24 14:18:50.714,Sales
160,000136476981,3BD000002089E4D68FA6D199,136476981,2021-10-24 14:21:25.670,Sales
160,000136525362,3BD00000208CD8CA8FA6E31E,136525362,2021-10-24 14:22:21.407,Sales
160,000124877613,3BD000001DC5ECB68FA6D5EA,124877613,2021-10-25 13:42:04.529,Sales
160,000124900076,3BD000001DC74BB28FA74A37,124900076,2021-10-25 13:46:22.307,Sales
160,000136302176,3BD00000207F39828FA6D234,136302176,2021-10-25 13:53:07.474,Sales
160,000121725089,3BD000001D0582868FA6D4E0,121725089,2021-10-25 13:54:35.037,Sales
160,000136300324,3BD00000207F1C928FA6D1EB,136300324,2021-10-25 13:56:28.214,Sales
160,000003818308,3BD0000000E90D128FA83C4F,3818308,2021-10-25 13:56:57.572,Sales
160,,,,2021-10-25 14:10:03.872,Return
160,000132326344,3BD000001F8C8F228FA6D202,132326344,2021-10-25 14:14:16.624,Sales
160,000127450296,3BD000001E62F2E28FA6DE54,127450296,2021-10-25 14:17:15.423,Sales
160,000117377905,3BD000001BFC2DC68FA792F3,117377905,2021-10-25 14:17:26.833,Sales
160,000138450049,3BD00000210252068FA6D348,138450049,2021-10-25 12:33:43.175,Sales
160,000136550483,3BD00000208E614E8FA6D2FF,136550483,2021-10-25 12:38:09.285,Sales
160,000132125205,3BD000001F8048568FAC3933,132125205,2021-10-25 12:44:13.025,Sales
160,,,,2021-10-25 12:40:33.498,Return
160,000136250900,3BD00000207C18528FA6D243,136250900,2021-10-25 12:46:10.283,Sales
160,000132325991,3BD000001F8C899E8FA6D141,132325991,2021-10-25 12:48:36.209,Sales
160,000118926214,3BD000001C5AAE1A8FA70D4A,118926214,2021-10-25 13:00:14.896,Sales
160,,,,2021-10-25 13:03:35.332,Return
160,000117377924,3BD000001BFC2E128FA8B9E8,117377924,2021-10-25 13:04:29.151,Sales
160,000114828832,3BD000001B6098828FA70633,114828832,2021-10-25 13:06:34.789,Sales
160,000136310780,3BD00000207FBFF28FA6EED3,136310780,2021-10-25 13:10:11.904,Sales
160,000117450043,3BD000001C0094EE8FA7BC72,117450043,2021-10-25 13:16:48.321,Sales
160,000127452133,3BD000001E630F968FA6DF2F,127452133,2021-10-25 13:19:10.420,Sales
160,,,,2021-10-25 13:14:21.231,Return
160,000136475704,3BD000002089D0E28FA6D12D,136475704,2021-10-25 13:15:40.787,Sales
160,000136550694,3BD00000208E649A8FA6D3E2,136550694,2021-10-25 13:13:18.968,Sales
160,000116050057,3BD000001BAB22268FA6DB07,116050057,2021-10-25 13:24:12.028,Sales
160,000136300058,3BD00000207F186A8FA70906,136300058,2021-10-25 13:29:26.412,Sales
160,000118926516,3BD000001C5AB2D28FA6D546,118926516,2021-10-25 13:29:36.910,Sales
160,000127429192,3BD000001E61A9228FA6FA3E,127429192,2021-10-25 13:30:30.759,Sales
160,000118926509,3BD000001C5AB2B68FA6D412,118926509,2021-10-25 13:30:31.608,Sales
160,000127900264,3BD000001E7E69A28FA6D227,127900264,2021-10-25 13:30:55.500,Sales
160,000132125205,3BD000001F8048568FAC2FA5,132125205,2021-10-25 13:31:29.205,Sales
160,000117125101,3BD000001BECBFB68FA7262F,117125101,2021-10-25 13:32:26.000,Sales
160,000127550539,3BD000001E69112E8FA6D8C9,127550539,2021-10-25 13:32:44.811,Sales
160,000136351977,3BD00000208243A68FA9FE96,136351977,2021-10-25 13:33:19.474,Sales
160,000003803600,3BD0000000E827428FA81C5B,3803600,2021-10-25 13:35:13.066,Sales
160,000132302586,3BD000001F8B1BEA8FA6D0F1,132302586,2021-10-25 13:35:56.512,Sales
160,000136527606,3BD00000208CFBDA8FA6D546,136527606,2021-10-28 10:27:49.055,Sales
160,000132350097,3BD000001F8E02468FA6DD04,132350097,2021-10-28 10:32:35.958,Sales
160,000136250265,3BD00000207C0E668FA6D188,136250265,2021-10-28 10:33:04.476,Sales
160,000114807287,3BD000001B5F47DE8FA70204,114807287,2021-10-28 10:30:11.021,Sales
160,000109900240,3BD000001A33C7428FA6DF30,109900240,2021-10-28 10:41:43.540,Sales
160,000115650059,3BD000001B92B82E8FA73E48,115650059,2021-10-28 10:43:19.811,Sales
160,000127426778,3BD000001E61836A8FA6E36C,127426778,2021-10-28 10:47:33.216,Sales
160,000124050237,3BD000001D936CF68FA6D13A,124050237,2021-10-28 10:52:04.437,Sales
160,000136351975,3BD000002082439E8FA70B6F,136351975,2021-10-28 10:45:14.789,Sales
160,000132301331,3BD000001F8B084E8FA6D61E,132301331,2021-10-28 10:56:59.423,Sales
160,000123125848,3BD000001D5B01628FA6EDFF,123125848,2021-10-28 10:58:31.942,Sales
160,000136501797,3BD00000208B68968FA6D5F2,136501797,2021-10-28 11:06:39.980,Sales
160,,,,2021-10-28 11:12:39.465,Return
160,000136310667,3BD00000207FBE2E8FA6D127,136310667,2021-10-28 11:15:16.254,Sales
160,000136554511,3BD00000208EA03E8FA6E393,136554511,2021-10-28 11:12:37.382,Sales
160,000114828834,3BD000001B60988A8FA6FEB3,114828834,2021-10-28 11:22:17.136,Sales
160,000136309184,3BD00000207FA7028FA6D253,136309184,2021-10-28 11:32:50.190,Sales
160,000132152831,3BD000001F81F7FE8FA6E560,132152831,2021-10-28 11:36:11.885,Sales
160,000136575061,3BD00000208FE1568FA6D563,136575061,2021-10-28 11:37:08.583,Sales
160,000137575189,3BD0000020CCEC568FA6D2F4,137575189,2021-10-28 11:38:26.693,Sales
160,000123175868,3BD000001D5E0EF28FA6E981,123175868,2021-10-28 11:54:14.087,Sales
160,000116050055,3BD000001BAB221E8FA6D481,116050055,2021-10-28 11:54:16.982,Sales
160,000136600740,3BD00000209172928FA6D45F,136600740,2021-10-28 11:55:55.905,Sales
160,000132150839,3BD000001F81D8DE8FA6EB8D,132150839,2021-10-28 11:55:56.175,Sales
160,000121800063,3BD000001D0A15FE8FA79A8B,121800063,2021-10-28 11:57:18.737,Sales
160,000137575187,3BD0000020CCEC4E8FA6D535,137575187,2021-10-28 11:58:09.303,Sales
160,,,,2021-10-28 11:33:54.094,Return
160,,,,2021-10-22 13:34:02.170,Return
160,000132125430,3BD000001F804BDA8FA6E60A,132125430,2021-10-22 13:38:52.173,Sales
160,000123052855,3BD000001D568CDE8FA73AD8,123052855,2021-10-22 13:39:42.521,Sales
160,000136226916,3BD00000207AA1928FA6D1E5,136226916,2021-10-22 13:36:59.068,Sales
160,000123028362,3BD000001D550E2A8FA6FC5A,123028362,2021-10-22 13:37:40.934,Sales
160,000136226982,3BD00000207AA29A8FA6D89C,136226982,2021-10-22 13:31:11.914,Sales
160,000113775038,3BD000001B2046FA8FA75DE1,113775038,2021-10-22 13:45:12.120,Sales
160,000132125205,3BD000001F8048568FAC308B,132125205,2021-10-22 13:30:25.499,Sales
160,000104455624,3BD0000018E777228FA77262,104455624,2021-10-22 13:31:01.494,Sales
160,000132325650,3BD000001F8C844A8FA6E6C5,132325650,2021-10-22 13:50:52.915,Sales
160,000132201698,3BD000001F84F38A8FA6DF17,132201698,2021-10-22 13:57:07.761,Sales
160,000136304797,3BD00000207F62768FA6D3C4,136304797,2021-10-22 13:57:53.545,Sales
160,000123052855,3BD000001D568CDE8FA72FC1,123052855,2021-10-22 13:55:20.233,Sales
160,000123177130,3BD000001D5E22AA8FA6D74B,123177130,2021-10-22 13:55:10.303,Sales
160,000124150109,3BD000001D9985768FA6F961,124150109,2021-10-22 13:58:42.542,Sales
160,000132276445,3BD000001F8983768FA6F135,132276445,2021-10-22 13:59:57.720,Sales
160,000136501213,3BD00000208B5F768FA6D3D4,136501213,2021-10-22 14:00:03.460,Sales
160,000136550776,3BD00000208E65E28FA6DCB9,136550776,2021-10-22 14:03:57.348,Sales
160,000132157338,3BD000001F823E6A8FA6D486,132157338,2021-10-22 14:05:48.310,Sales
160,000139500106,3BD000002142692A8FA6DF21,139500106,2021-10-22 14:01:29.703,Sales
160,000136308455,3BD00000207F9B9E8FA6D4A9,136308455,2021-10-22 14:02:38.194,Sales
160,000136551929,3BD00000208E77E68FA6D164,136551929,2021-10-22 14:02:25.790,Sales
160,,,,2021-10-22 14:04:05.358,Return
160,000132126372,3BD000001F805A928FA6E17C,132126372,2021-10-22 14:02:13.039,Sales
160,,,,2021-10-22 14:07:31.121,Return
160,000136550768,3BD00000208E65C28FA6E24D,136550768,2021-10-22 14:15:44.403,Sales
160,000117377924,3BD000001BFC2E128FAB3877,117377924,2021-10-22 14:10:30.562,Sales
160,,,,2021-10-22 14:12:30.914,Return
160,000113275986,3BD000001B01D14A8FA6E1A5,113275986,2021-10-22 14:19:18.421,Sales
160,000132125205,3BD000001F8048568FAC2C16,132125205,2021-10-22 14:12:47.993,Sales
160,000136310967,3BD00000207FC2DE8FA6D1E9,136310967,2021-10-22 14:13:58.000,Sales
160,000132375698,3BD000001F8F924A8FA6E045,132375698,2021-10-22 14:23:27.303,Sales
160,000132301074,3BD000001F8B044A8FA6D13A,132301074,2021-10-22 14:21:23.806,Sales
160,000136225701,3BD00000207A8E968FA6D43E,136225701,2021-10-22 14:27:45.253,Sales
160,000132325916,3BD000001F8C88728FA6D407,132325916,2021-10-22 14:31:39.668,Sales
160,000133100240,3BD000001FBBCB428FA6D1E7,133100240,2021-10-22 14:35:43.574,Sales
